Node	EASI021.unmapped.rma6	EASI022.unmapped.rma6	EASI023A.unmapped.rma6	EASI023B.unmapped.rma6	EASI023C.unmapped.rma6	EASI031A.unmapped.rma6	EASI031B.unmapped.rma6	EASI031C.unmapped.rma6	EASI032.unmapped.rma6	EASI024.unmapped.rma6	EASI025.unmapped.rma6	EASI026A.unmapped.rma6	EASI026B.unmapped.rma6	EASI027.unmapped.rma6	EASI028A.unmapped.rma6	EASI028B.unmapped.rma6	EASI001.unmapped.rma6	EASI019A.unmapped.rma6	EASI019B.unmapped.rma6	EASI020A.unmapped.rma6	EASI020B.unmapped.rma6	EASI020C.unmapped.rma6	EASI020D.unmapped.rma6	EASI029.unmapped.rma6	EASI030.unmapped.rma6	EASI002.unmapped.rma6	EASI003A.unmapped.rma6	EASI003B.unmapped.rma6	EASI003C.unmapped.rma6	EASI004A.unmapped.rma6	EASI004B.unmapped.rma6	EASI005.unmapped.rma6	EASI006A.unmapped.rma6	EASI006B.unmapped.rma6	EASI007A.unmapped.rma6	EASI007B.unmapped.rma6	EASI008.unmapped.rma6	EASI009.unmapped.rma6	EASI010.unmapped.rma6	EASI011.unmapped.rma6	EASI012A.unmapped.rma6	EASI012B.unmapped.rma6	EASI013.unmapped.rma6	EASI014.unmapped.rma6	EASI015A.unmapped.rma6	EASI015B.unmapped.rma6	EASI015C.unmapped.rma6	EASI015D.unmapped.rma6	EASI016A.unmapped.rma6	EASI016B.unmapped.rma6	EASI017A.unmapped.rma6	EASI017B.unmapped.rma6	EASI018.unmapped.rma6	EASI040.unmapped.rma6	EASI041.unmapped.rma6	EASI042.unmapped.rma6	EASI033A.unmapped.rma6	EASI033B.unmapped.rma6	EASI034.unmapped.rma6	EASI043.unmapped.rma6	EASI044.unmapped.rma6	EASI045.unmapped.rma6	EASI035.unmapped.rma6	EASI037.unmapped.rma6	EASI038.unmapped.rma6	EASI039A.unmapped.rma6	EASI039B.unmapped.rma6	EASI039C.unmapped.rma6	EASI039D.unmapped.rma6
Blastomyces_dermatitidis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bordetella_bronchialis	0	3	1	0	0	2	2	2	0	1	2	0	4	0	1	1	0	4	1	0	0	2	1	1	2	1	2	0	1	0	0	2	3	4	1	3	7	6	3	4	2	6	5	4	1	3	1	7	2	6	4	3	1	3	0	1	4	1	1	1	0	0	1	0	0	3	2	3	4
Bordetella_bronchiseptica	1	1	1	1	1	0	1	2	1	1	0	0	1	0	1	1	1	1	1	1	1	1	0	1	0	1	2	0	1	3	1	1	0	0	1	0	4	0	1	3	1	1	3	1	3	2	2	1	4	0	0	3	2	2	0	1	0	1	1	0	0	0	0	0	0	3	1	3	1
Bordetella_genomosp._13	1	5	3	2	0	0	0	1	0	2	2	1	0	1	1	3	1	2	2	0	0	1	2	1	3	1	3	1	3	1	1	5	4	4	1	5	3	3	4	5	4	6	7	5	3	1	0	5	6	5	4	5	1	4	3	4	2	0	0	2	1	1	1	0	2	4	6	1	2
Bordetella_pertussis	1	1	1	0	0	0	0	2	0	0	0	2	1	0	0	0	1	0	1	1	4	0	0	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	2	3	0	0	0	1	3	0	1	1	0	0	0	1	2	0	1	1	0	0	0	1	0	0	0	1	0	0	1	1	2
Bordetella_pertussis_137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1
Bordetella_pertussis_18323	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Bordetella_petrii	1	0	2	0	2	2	1	2	0	0	1	3	5	0	3	3	2	0	1	1	2	1	1	2	2	1	2	1	0	0	2	3	4	1	4	2	6	0	1	1	2	1	9	1	1	4	3	4	9	1	3	2	2	2	2	1	1	1	1	3	1	3	0	3	2	1	5	0	4
Bordetella_trematum	0	0	1	1	0	1	1	0	0	1	4	0	0	1	0	0	0	3	1	0	0	1	2	1	2	2	3	2	2	0	1	2	5	2	1	1	3	1	0	3	1	3	0	0	0	3	3	3	0	1	3	0	2	2	1	0	4	1	3	1	1	0	0	0	0	1	2	5	1
Borrelia_crocidurae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Borrelia_recurrentis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Borreliella_afzelii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Borreliella_burgdorferi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Borreliella_burgdorferi_JD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Borreliella_garinii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bovine_rhinitis_A_virus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brucella_abortus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brucella_abortus_bv._6_str._870	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brucella_canis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brucella_melitensis	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brucella_microti	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brucella_ovis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brucella_suis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brucella_suis_bv._2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Burkholderia_cepacia	3	0	0	0	1	2	1	0	1	1	3	0	1	2	1	1	0	0	3	3	0	2	1	0	0	1	5	6	2	1	5	4	1	2	2	5	3	2	2	5	3	4	6	2	4	3	1	5	6	3	3	0	0	5	1	0	0	0	0	0	4	1	0	0	0	0	2	5	5
Burkholderia_cepacia_ATCC_25416	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	2	1	1	0	1	0	0	0	1	2	2	0	1	0	3	0	1	0	0	2	0	3	0	0	0	3	0	1	0	0	2	0	1	0	0	0	0	0	0	1	0	0	2
Burkholderia_cepacia_JBK9	0	1	0	0	0	0	0	0	0	1	2	0	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	4	0	3	0	0	6	1	1	1	0	2	1	0	3	3	0	2	0	0	1	1	0	0	0	2	0	1	2	0	0	0	0	0	1	0
Burkholderia_gladioli	2	2	2	4	0	5	1	1	3	1	3	2	4	1	1	4	0	1	2	8	4	2	2	11	3	1	5	5	1	5	7	5	7	5	5	10	7	3	4	10	8	4	9	2	4	8	2	5	10	4	3	6	1	7	6	4	1	2	1	3	5	5	0	5	0	6	7	2	9
Burkholderia_gladioli_BSR3	0	0	1	0	1	1	0	0	0	2	0	0	0	0	1	2	1	0	0	1	0	0	0	0	3	0	0	0	0	0	2	0	1	1	0	2	5	3	0	2	0	1	0	1	3	2	0	5	6	0	1	1	3	1	0	0	0	0	0	1	3	1	0	0	0	2	1	0	1
Burkholderia_gladioli_pv._gladioli	4	0	4	5	2	2	1	2	2	0	2	2	3	1	5	1	0	1	1	2	0	0	0	2	1	4	7	1	5	2	6	1	6	3	2	4	12	5	4	12	10	0	8	2	6	7	5	3	13	2	3	2	3	5	5	1	3	4	4	1	6	3	1	2	0	4	9	8	4
Burkholderia_mallei	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Burkholderia_mallei_NCTC_10247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Burkholderia_multivorans	0	2	4	0	3	1	0	1	4	2	4	3	4	2	7	1	1	1	2	1	1	2	1	1	1	1	6	3	2	5	4	2	3	5	5	3	3	2	6	7	3	5	4	3	8	4	5	4	13	5	4	2	2	5	2	1	4	0	4	2	2	2	2	2	1	0	8	2	3
Burkholderia_multivorans_ATCC_17616	1	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	1	2	0	1	0	1	1	0	0	2	1	0	0	1	0	1	0	2	2	0	0	1	0	1	2	2	2	2	1	1	2	3	2	1	0	0	1	1	0	0	1	1	0	0	0	0	0	1
Burkholderia_multivorans_ATCC_BAA-247	0	0	2	1	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	4	0	0	1	0	2	1	0	1	4	4	1	1	4	3	0	2	0	0	1	0	2	0	0	1	0	0	2	2	0	0	0	2	0	0	0	0	0	1	1	0	0	0
Burkholderia_pseudomallei	1	3	2	2	1	0	0	1	3	0	1	4	0	1	1	1	2	2	2	3	2	3	0	4	2	1	3	4	1	1	2	2	2	3	5	0	3	4	2	9	3	0	2	4	4	4	4	4	0	4	0	1	3	1	1	2	1	2	1	0	9	2	1	1	2	3	2	2	7
Burkholderia_pseudomallei_1106b	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0
Burkholderia_pseudomallei_1710a	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Burkholderia_pseudomallei_1710b	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Burkholderia_pseudomallei_7894	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0
Burkholderia_pseudomallei_B03	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Burkholderia_pseudomallei_MSHR1153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Burkholderia_pseudomallei_MSHR2543	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Burkholderia_pseudomallei_MSHR346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Burkholderia_pseudomallei_MSHR435	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Burkholderia_pseudomallei_NCTC_13179	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	2	0	0	3	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	2	0	1	0	2	0	0	0	0	0	4	1	1	0	0	0	0	0	0	0	0	2	0	0	1	0
Burkholderia_pseudomallei_Pasteur_52237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_coli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Campylobacter_coli_76339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Campylobacter_fetus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_fetus_subsp._venerealis_NCTC_10354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_gracilis	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Campylobacter_showae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Canine_morbillivirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chlamydia_abortus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chlamydia_abortus_LLG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chlamydia_caviae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chlamydia_caviae_GPIC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chlamydia_felis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chlamydia_muridarum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chlamydia_pecorum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chlamydia_pneumoniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chlamydia_psittaci	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chlamydia_suis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chlamydia_trachomatis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Corynebacterium_ammoniagenes	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Corynebacterium_amycolatum	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0
Corynebacterium_bovis	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	2	1	1	3	0	0	0	0	1	2	0	1	0	1	0	0	0	0	1	1	5	2
